df1.product,df1.route,df1.tons,df1.usd
3,1,754.62,35740
3,1,4360,65765
3,4,192.85,24292
3,1,1000,38834
3,2,23.4,8594
3,4,20.25,6644
3,1,500,28647
3,1,21.52,6061
3,5,671.085,36937
3,1,500,26278
3,1,138.434,20092
3,1,3500,58405
3,1,7568.38,74635
3,1,2660,51972
3,1,4558.274,65995
3,2,231.845,25465
3,1,88.04,14739
3,1,22.5,6330
3,1,250,21005
3,1,500,28326
3,1,500,28289
3,1,20500,89462
3,2,24.9,7617
3,1,49.71,12095
3,1,30.4,8987
3,1,74.565,15239
3,1,49.71,12156
3,1,24.855,8150
3,2,248.55,25871
3,2,422.535,31806
3,1,2000,49761
3,2,16.891,5871
3,2,20.689,10715
3,1,1.14,2602
3,1,3242.867,60379
3,2,21.528,7293
3,2,96.351,17543
4,1,6424.597,55008
4,1,504.681,21234
4,1,3000,42863
4,1,12001.395,66802
4,1,53067.922,90630
4,1,8649.92,60194
4,1,37.234,4672
4,1,2000,37748
4,1,4505.435,49436
4,1,1029.454,27015
4,5,14824.784,64879
4,1,19671.372,72467
4,1,809.615,26363
4,1,28857.66,81688
4,1,194.5,13698
4,1,6487.642,55078
4,1,85080.798,94747
4,1,31496.145,82904
4,1,7853.15,58811
4,5,51530.527,90287
4,1,1769.88,36048
4,1,247.5,20570
4,1,10273.086,62928
4,1,32139.351,83869
4,1,14994.167,67066
4,1,113.88,13017
4,1,2000,37033
4,1,1034.111,28882
4,5,622.138,21754
4,1,10513.926,63423
4,1,55376.4,91134
4,1,47640.449,89014
4,1,1243.673,31568
4,1,3416.92,42750
4,1,552.001,22417
4,2,1853.64,40567
4,2,5000,48949
4,1,3258.65,41762
4,1,110,9915
4,1,40,4914
4,1,393.271,18945
4,1,307,21623
4,1,2580.063,38531
5,1,1080,32547
5,1,11500,69501
5,1,14000,72707
5,1,8500,64082
5,1,14000,72911
5,1,200,17122
5,1,230,20273
5,1,25,5600
5,1,764,32413
5,1,256.056,19248
5,1,675,26889
5,1,18200,80288
5,1,13000,70829
5,1,1296,34827
5,4,23.79,5249
5,2,39,7317
5,4,255.51,19661
5,5,4500,54275
5,1,8500,65551
5,1,31500,88940
5,1,14000,74638
5,1,2,1070
5,1,0.048,99
5,1,13500,76412
5,1,2347.5,45432
5,1,0.12,245
5,1,26.95,5958
5,1,8950,64872
5,2,0.785,4040
5,1,27,4466
5,1,172,15843
5,1,810,29120
5,1,216,16626
5,1,1900,39633
5,1,135,13907
5,1,2236,42215
5,1,45,8296
5,1,1804,38448
5,1,50,9727
5,1,1053,31304
5,1,3505,48606
5,1,377,22475
5,1,7392,61535
5,1,297,19910
5,1,405,21807
5,1,120,14798
5,1,540,23462
5,1,270,18592
5,1,285,21916
5,1,270,17770
5,1,1906,41346
5,3,0.2,1271
5,1,0.06,520
5,1,1080,32975
5,1,19790,78818
5,1,3030,47274
5,1,324,18898
5,1,324,19380
5,1,1080,32143
5,1,20400,82726
5,1,3415,47683
5,1,3591,50149
5,1,0.34,202
5,1,152,15305
5,1,1053,33045
5,1,300,20407
5,1,378,22254
5,1,405,22234
5,1,2550,45472
5,1,3425,48968
5,1,16600,78883
5,1,626,26424
5,1,29405,81802
5,1,20600,79035
5,1,1620,37599
5,1,185,18989
5,1,125,12956
5,1,1350,35123
5,1,1004.5,31095
5,2,0.185,203
5,1,3645,48619
5,1,46700,88802
5,1,540,26406
5,1,648,26537
5,1,1161,34372
5,1,108,11460
5,1,1700,36994
5,1,18039,77360
5,1,0.3,349
5,1,31.64,6329
5,1,240,16789
5,1,1165.12,35055
5,1,189,14903
5,1,25,4651
5,1,243,19991
5,3,0.001,47
5,1,513,24644
5,1,5574.5,58187
5,1,297,19314
5,1,1522,36377
5,1,513,27658
5,1,81,10417
5,1,1080,33988
5,1,54585,90868
5,1,417.5,25906
5,1,10.615,5043
5,1,100,13600
5,1,140,15444
5,3,0.001,7
5,1,0.523,1913
5,2,316.8,21129
5,1,14000,79472
5,1,21493,80079
6,1,17.5,4302
1,2,330,18545
1,1,104.634,5627
1,1,256,28850
1,2,108.456,21250
1,1,15.627,14863
1,1,83.636,20479
1,2,54,6242
1,2,3,4932
1,2,502.797,45951
1,2,108,10319
1,1,39.83,2993
1,1,15000,62441
1,2,13.05,4913
1,1,13340.958,58425
1,1,26132.787,67323
1,1,6182.565,45723
1,1,14879.546,56458
1,1,3028.718,37521
1,1,37958.003,76709
1,1,50.803,6457
1,2,191,14399
1,1,126703.979,92809
1,1,14402.56,59559
1,2,5,1805
1,2,29.335,15956
1,2,54,16858
1,2,738.301,50875
1,4,0.06,29
1,2,4000,34212
1,2,4026.38,32982
1,2,5800,39980
1,1,12500,59274
1,1,42134.914,76739
1,1,5500,45783
1,2,584.671,50826
1,1,6.638,5780
1,1,32434.98,74465
1,2,168,8979
1,2,27,4058
1,2,137,11538
1,2,2000,22469
1,2,3000,25716
1,2,7000,37612
1,1,1626.82,29568
1,3,0.181,1240
1,2,363.43,18140
1,3,0.047,458
1,3,3.56,4484
1,1,6.3,6577
1,1,2206.462,33293
1,3,0.916,2079
1,1,167.162,35547
1,3,0.283,1106
1,2,21.594,14604
1,3,19.666,16101
2,1,46556.1,87182
2,1,36,4704
2,1,3447.767,42259
2,1,4949.98,49185
2,1,250,12789
2,1,4271.056,45292
2,1,40326.56,84027
2,1,769.58,21977
2,1,12191.08,62825
2,1,1500,29688
2,1,2651.08,38701
2,1,18898.517,72063
2,1,18148.76,70092
2,1,21056.88,72689
2,1,4200,44259
2,1,4500,46336
2,1,15748.765,65728
2,1,7000,53170
2,1,6643.45,53431
2,1,13000,64660
2,1,22441.4,74568
2,1,4698.92,46937
2,1,18478.05,71540
2,1,110,12820
2,1,172,18286
2,1,69322.759,91575
2,1,41127.396,85356
2,1,13012.925,64848
2,1,15497.585,68762
2,1,71301.506,91475
2,1,138,15655
2,1,1222.15,28593
2,1,22279.694,73472
2,2,1000,24241
2,1,9023.168,56756
2,1,207,19031
2,1,6692.93,53556
2,2,1.12,545
2,1,36188.174,80405
2,1,8693.162,55101
2,1,33288.605,81307
2,2,5.6,2066
2,2,5013,44183
2,1,6925.54,52998
2,1,11000,59985
2,1,500,18870
2,1,17165.444,69034
2,1,5410.028,48723
2,1,1074.002,26977
3,2,120.35,18779
3,4,33.106,9877
3,1,3.96,2858
3,4,0,6091
3,4,144.323,21183
3,4,19.368,7176
3,1,571.514,31810
3,1,7619.758,75514
3,1,205.63,21404
3,1,2500,50829
3,2,53.95,12733
3,1,7750.598,70933
3,1,500,30172
3,1,895.41,39708
3,1,9500,77283
3,1,9159.65,78387
3,1,15204.289,85765
3,1,23.36,6208
3,1,114.28,16819
3,1,3500,60711
3,2,146.91,21644
3,1,87.37,13922
3,1,104.59,16058
3,1,2500,52611
3,1,43.85,9484
3,1,19.2,5601
3,1,0.9,895
3,1,1000,39691
3,1,500,30296
3,1,13594.923,84166
3,2,5.4,2931
3,1,372.601,30783
3,1,29.82,9234
3,1,428.486,28331
3,1,74.565,15036
3,1,1990.081,50740
3,2,49.8,11685
3,1,99.42,16937
3,2,99.42,17339
3,2,621.375,36640
3,1,32.126,8388
3,2,24.9,7617
3,2,98.577,17501
3,1,4.588,4857
3,1,17.885,6690
3,3,0.06,3224
3,2,126.932,18853
4,1,72.05,7320
4,1,2000,37238
4,1,12289.115,67522
4,1,12316.86,68418
4,1,28955.984,82373
4,1,1517,32177
4,1,1006.64,28650
4,1,15675.541,71703
4,1,36.128,4620
4,1,721.23,25115
4,1,536,22088
4,1,4000,47580
4,1,9825.14,62921
4,1,38281.236,86416
4,5,4812.75,47882
4,5,22165.828,71963
4,1,39391.479,86799
4,1,2756.526,40222
4,1,8607.78,57373
4,1,21122.353,76880
4,1,57748.428,91466
4,5,42386.438,88039
4,1,10083.625,63190
4,1,30743.632,82142
4,1,6403.17,54771
4,1,5000,50800
4,1,41610.187,86666
4,5,520.182,21837
4,1,11865.675,66769
4,1,19950,76145
4,1,3054.74,43759
4,1,21.5,5071
4,1,36106.875,85640
4,1,177.32,16046
4,1,36542.692,85793
4,1,405.869,19444
4,1,5954.568,52844
4,1,1533.081,34237
4,1,61051.414,92247
4,1,17732.331,73776
4,1,50292,89990
4,1,27107.4,80919
4,1,155.426,12098
4,1,149.67,11824
4,1,24612.546,78489
4,2,4840,47259
4,1,54578.759,90996
4,1,1062.93,29694
4,1,1440.94,33371
4,1,453.12,20302
5,1,27,4536
5,1,3000,48463
5,1,540,24916
5,1,22500,81388
5,1,33000,90905
5,1,25.2,7736
5,1,700,32378
5,1,14500,71935
5,1,1375,35308
5,3,0.001,150
5,4,20.55,4749
5,2,30,4329
5,4,81.6,9658
5,1,3050,48783
5,1,1950,40367
5,1,8500,66384
5,1,8450,66201
5,1,540,24390
5,1,14000,72943
5,1,972,31808
5,1,7950,65373
5,1,0.18,366
5,1,2,1816
5,1,17.24,4376
5,1,18046.4,78682
5,2,0.11,2087
5,1,64.5,9323
5,1,1026,32330
5,1,216,16392
5,1,275,17587
5,2,0.56,982
5,1,1485,37360
5,1,2540,44246
5,1,183,17860
5,1,122.5,13812
5,1,2.135,448
5,1,567,24171
5,1,8660,63454
5,1,5289.5,55416
5,1,378,21415
5,1,255,17471
5,1,20,4724
5,1,2.068,2103
5,1,81,10761
5,1,309,22669
5,1,18769.25,75559
5,1,2963.5,46555
5,3,0.001,24
5,1,29431.5,86223
5,1,1527,37155
5,1,540,23804
5,1,270,17140
5,1,10,3002
5,1,16000,78222
5,1,3059,47158
5,1,212,18443
5,1,108,11432
5,1,13000,74872
5,1,4058,53008
5,1,275,17746
5,1,270,17118
5,1,270,18062
5,1,5650,55604
5,1,5800,59691
5,1,12045.75,69656
5,1,810,28771
5,1,270,17464
5,1,160,18599
5,1,56830,90797
5,1,1350,34310
5,2,540,23773
5,1,117.5,11869
5,1,2430,42193
5,1,49000,89145
5,1,1053,32708
5,1,3456,48099
5,1,108,11625
5,1,25,4762
5,1,22575.75,81816
5,1,59.4,9915
5,1,210.2,17611
5,1,54,7296
5,1,20,4885
5,1,297,19090
5,3,0.003,64
5,1,5753.5,56964
5,1,15925,74904
5,1,513,27658
5,1,67.5,10650
5,1,14000,75851
5,1,10200,62539
5,1,275,21503
5,3,0.003,24
5,1,600,25790
5,3,0.01,275
5,1,0.163,463
5,1,4725,52336
6,2,5,1195
6,2,27,3608
6,1,3,1115
1,2,273,17693
1,1,95.906,21061
1,3,5.568,7984
1,1,308.386,35882
1,1,802.675,46606
1,2,28.111,13270
1,2,54,6339
1,2,243,16628
1,1,9029.532,53157
1,1,4124.502,41189
1,1,3770.78,39530
1,1,120.65,11137
1,2,57,6045
1,2,299,18300
1,1,45.06,5760
1,1,289.02,17102
1,1,53216.237,84503
1,1,53896.075,83724
1,1,4629.22,42425
1,1,7700,50738
1,1,7875.498,50912
1,2,8.47,2591
1,2,55.264,19078
1,4,0.125,59
1,2,1500,24137
1,2,10500,47968
1,1,45458.465,81268
1,1,10000,53880
1,1,2527.802,35111
1,2,40,5218
1,1,245,16159
1,1,10204.185,55866
1,1,0.029,77
1,1,9000,53098
1,1,1.224,2231
1,1,297.91,13382
1,1,39024.42,79712
1,1,37979.285,79055
1,1,0.672,1192
1,3,1,1100
1,1,0.708,711
1,2,706.99,24412
1,2,26.568,16860
1,2,59.763,17469
1,2,1500,19440
1,2,4000,32243
1,1,500,17277
1,2,329.55,17708
1,2,25,10488
1,2,2.2,10207
1,1,60.652,19570
1,3,2.8,10977
1,2,241.301,30261
1,2,600,15558
1,1,2.18,15393
1,1,0.06,100
1,3,0.873,1876
1,3,0.944,3884
1,1,317.453,35369
2,1,41955.6,85835
2,1,3000,40941
2,1,3100,42347
2,1,11587.802,63125
2,1,500,18118
2,1,1000,25555
2,1,1000,25218
2,1,21311.635,74108
2,1,29628.548,79937
2,1,1000,25363
2,1,8296.345,56130
2,1,11747.515,62365
2,1,3275.488,43037
2,1,13353.956,65386
2,1,250,14286
2,1,404.845,18182
2,1,2391.35,39254
2,1,5883.213,51631
2,1,11324.655,60809
2,1,20381.112,73047
2,1,10754.349,61234
2,1,21163.866,73493
2,1,16300,69060
2,1,24320.428,77021
2,1,10019.266,59720
2,1,11688.771,63305
2,1,42066.748,85917
2,1,52271.802,89883
2,1,153.65,15351
2,1,28730.33,79706
2,1,109015.187,95349
2,1,25603.016,78322
2,1,3692.73,44972
2,1,59115.019,89800
2,1,22724.85,75144
2,1,48394.089,87139
2,1,4000,45727
2,1,10,12069
2,1,8.4,2993
2,1,43060.6,86738
2,1,6,3876
2,1,31810.848,80214
2,1,15525.48,67629
2,1,22,9065
2,1,21606.017,75501
2,1,55007.348,88545
2,1,35075,81393
2,1,17280,71744
2,2,168,6317
2,2,5526,47872
2,1,13814.91,66043
2,1,5500,48922
2,1,19857.852,73263
2,1,21500,73137
2,1,24752.575,75292
2,1,6000,50589
3,1,154.72,18190
3,1,649.32,33669
3,1,1.9,1713
3,4,33.642,9936
3,4,0,9038
3,1,300,25119
3,1,43.68,9545
3,1,300,24519
3,1,2000,50726
3,1,43.79,9561
3,3,0.589,2233
3,4,288.963,28826
3,1,1703.93,46822
3,1,683,34220
3,1,4110.55,62328
3,1,3000,57524
3,1,350.68,26288
3,1,500,28767
3,1,959.779,39048
3,1,2676.064,53794
3,1,9461.32,77219
3,1,900,39769
3,1,1999.992,49284
3,1,13000,82476
3,1,3880,60966
3,1,500,30249
3,1,16818.151,86310
3,1,9000,77507
3,1,100,13217
3,1,20194.73,88517
3,1,4100,64243
3,1,11623.68,80116
3,1,12500,82189
3,1,1750,47421
3,2,4.598,2744
3,1,1130,41691
3,1,87.39,13811
3,1,43.76,9343
3,1,19.2,5207
3,1,22.83,6744
3,1,49.92,15443
3,1,5300,66087
3,1,500,30982
3,1,12000,81018
3,1,2522.68,52194
3,1,20820.077,89621
3,1,21422,89686
3,2,37.35,9949
3,1,49.71,11716
3,1,993.662,43972
3,1,20.182,6620
3,1,29.82,9216
3,1,9.919,3266
3,1,248.401,25263
3,1,74.565,14840
3,1,3416,58050
3,1,49.71,11865
3,1,24.855,7818
3,2,149.13,19501
3,2,447.39,31917
3,1,10.433,4200
3,3,0.55,3068
3,1,1000,40069
3,1,24.592,7371
3,3,0,12
3,2,12.45,4636
3,2,112.903,18614
3,1,1.987,1495
3,1,17.885,6690
3,1,0.003,33
3,2,1.638,2907
4,1,567.457,23549
4,1,2165.596,39052
4,1,13455.179,68751
4,1,41035.231,88374
4,1,59341.325,92156
4,1,550.664,22659
4,1,42553.08,88303
4,1,42150.831,88500
4,1,2000,38439
4,1,338.226,18066
4,1,8000,59812
4,1,2426.737,40931
4,1,4386.1,50225
4,1,835.72,27389
4,1,7988.783,60116
4,1,22438.862,77575
4,1,1105.84,30086
4,1,1000,29331
4,1,2838.938,43143
4,1,3229.5,45259
4,1,10078.13,64011
4,1,214.64,14825
4,1,5658.178,53445
4,1,169.889,12589
4,5,4989.92,48664
4,5,28250.991,76286
4,1,46207.077,89522
4,1,81852.378,94441
4,1,92230.636,95676
4,1,194873.454,98164
4,1,11929.074,67204
4,1,4229.375,48601
4,1,15500,71883
4,1,22500,78568
4,1,6038.432,54187
4,1,12000,67190
4,1,580.475,23184
4,1,80563.43,94179
4,5,49107.77,87868
4,1,8250,59033
4,1,12599.863,68672
4,1,59933.979,92375
4,1,29029.648,82629
4,1,20865.401,77071
4,1,31052.651,84200
4,1,42644.665,88830
4,1,44857.954,87378
4,5,44811.757,89100
4,5,248.788,15671
4,1,55775.745,92050
4,1,19536.552,76094
4,1,204259.548,98153
4,1,20000,76612
4,1,37205.92,86179
4,1,12860.398,68173
4,1,20.08,3693
4,1,45142.77,89156
4,2,1000,27101
4,2,4000,45376
4,2,3500,42153
4,1,17817.006,74938
4,1,125876.191,96969
4,1,311.9,21256
4,1,39800.325,87324
4,1,2269.862,39867
4,1,7569.64,56392
4,5,6194.375,52162
4,1,3844.062,45486
4,1,5344.786,50645
4,5,4889.695,51375
4,1,2947.027,42197
4,1,17087.996,73534
4,1,10500,64318
4,1,8035.631,58267
4,1,4000,45500
4,1,59193.508,91761
4,1,540.105,22169
4,1,17637.485,74642
4,1,30781.79,83288
4,2,1000,26443
4,2,4000,45595
4,1,3395.456,45199
4,1,58659.694,92113
4,1,200,14170
4,1,10157.766,64483
4,1,1292.726,32460
4,1,1362.93,33445
5,1,7000,60034
5,1,16000,74709
5,1,14000,76393
5,1,540,24916
5,1,999,31931
5,1,24000,84537
5,1,92,12916
5,1,25.2,7824
5,1,200,18932
5,1,0.02,235
5,1,351,20863
5,1,2475,43699
5,1,108,11411
5,1,7500,64444
5,1,810,29503
5,1,999,31931
5,4,59.88,9867
5,2,240,15891
5,4,183.96,16563
5,1,11200,68748
5,1,150,14294
5,1,216,17013
5,1,14000,74154
5,1,189,15928
5,1,8500,66567
5,1,135,13022
5,1,405,22065
5,1,1350,36253
5,1,3500,51068
5,1,0.168,341
5,3,0.095,825
5,1,7500,65649
5,3,0,101
5,1,19235.5,78877
5,2,0.03,361
5,1,86,11225
5,1,130,11983
5,1,216,16392
5,1,1733,38384
5,1,1000,30845
5,1,75,11297
5,1,2187.5,41295
5,1,86.3,10217
5,1,1.8,622
5,1,13671,72145
5,1,16500,74412
5,1,3240,47656
5,1,5043.5,56115
5,1,486,23907
5,1,365,20831
5,1,80,12054
5,1,297,19085
5,1,307.5,22622
5,1,621,26688
5,1,4000,53338
5,1,5000,57175
5,1,7525.9,62869
5,1,300,19147
5,1,254,20658
5,3,0,14
5,1,0.003,47
5,1,15998,74431
5,1,763.5,28110
5,1,1350,34104
5,1,886,29759
5,1,50,7436
5,1,21.5,4355
5,3,0.105,316
5,1,58755,90926
5,1,540,24334
5,1,160,16889
5,1,1076,33114
5,1,50,7543
5,1,5876,59649
5,1,513,23068
5,1,1539,36207
5,1,20,4940
5,1,12554.25,69796
5,1,560,28765
5,1,23.5,5214
5,1,80982,94716
5,2,2500,43109
5,1,2862,44855
5,1,918,30931
5,1,5068,54304
5,1,16328,75801
5,1,99.4,13471
5,1,395,22205
5,1,0.029,278
5,1,25,4651
5,1,15138,70827
5,1,687.5,26503
5,1,539.5,24283
5,1,2374,43376
5,1,7000,63064
5,1,50656,89319
5,1,285,21875
5,3,0.001,7
5,1,100,13600
5,3,0.004,112
5,3,0.15,915
5,1,0.6,2098
5,2,211.2,17500
5,1,3753,48700
1,2,108,10964
1,3,4.701,6696
1,1,71.231,29526
1,1,402.112,37792
1,1,95.918,21065
1,1,120.101,26507
1,2,121.5,12258
1,1,1200,25399
1,1,120.84,7774
1,1,52.01,4224
1,2,160,9490
1,1,50.803,7171
1,2,164,13875
1,1,190523.431,96598
1,1,53034.559,83790
1,1,29239.495,73618
1,1,15500,61046
1,2,5.955,2276
1,2,1500,23754
1,1,36439.98,73731
1,1,174864.953,96048
1,1,245,16166
1,1,1.554,1765
1,1,320,13002
1,1,0.713,1316
1,1,12095.26,57140
1,1,58876,86115
1,1,0.36,923
1,1,56.455,17235
1,2,56.5,5770
1,1,120,10508
1,2,13.758,8679
1,1,6185.66,47243
1,1,2279,31749
1,2,6000,41583
1,2,8000,44560
1,1,239.19,11844
1,1,0.99,2992
1,2,670.23,24252
1,2,123.502,24442
1,3,2.6,5860
1,1,8248.378,51393
1,1,121.095,7854
1,1,1740,28522
1,1,150.357,32364
1,2,0.3,233
1,2,565.86,15247
2,1,10468.567,59419
2,1,5084.854,47985
2,1,36,4704
2,1,18922.635,72017
2,1,44318.805,85233
2,1,1500,29004
2,1,284.558,15637
2,1,1250,27626
2,1,31227.38,80490
2,1,45569.817,87403
2,1,3500,41363
2,1,177.575,12236
2,1,10362.8,59570
2,1,17386.83,69818
2,1,35314.69,82196
2,1,40227.707,83420
2,1,1690.33,33105
2,1,13162.084,63687
2,1,25332.995,76514
2,1,6907.03,52846
2,1,10500,59525
2,1,4460.7,46254
2,1,19272.126,70966
2,1,9900,61286
2,1,3586.808,43112
2,1,16321.73,67671
2,1,1000,25681
2,1,6488.56,52524
2,1,9736.167,58957
2,1,14193.58,66401
2,1,26291.491,79419
2,1,10031.59,59904
2,1,1200,28249
2,1,32576.46,81423
2,1,7187.185,53269
2,1,12799.504,63960
2,1,2112.46,35958
2,1,9299.005,59459
2,1,38721.95,84357
2,1,8203.96,56059
2,1,241.57,19127
2,1,118164.527,95609
2,1,71283.482,92490
2,1,4496.02,45144
2,1,32428.622,81395
2,1,2461.39,36070
2,1,79033.11,92532
2,1,23.4,5956
2,1,60,11461
2,2,1000,23608
2,1,4000,43711
2,1,38928.596,83203
2,1,16800,70531
2,2,26.5,5894
2,1,44,13525
2,1,14460.61,65861
2,1,5,4328
2,1,17979.7,71002
2,2,6500,50227
2,1,17.01,3763
2,1,3034.151,40353
2,1,21021.135,72252
2,1,28000,77829
2,1,10000,61197
2,1,4000,43990
2,1,34698.74,81725
3,4,10.44,4403
3,4,0,6343
3,1,229.765,21602
3,1,112.49,15749
3,1,87.46,14197
3,4,317.6,29631
3,1,4.08,1890
3,1,3087.235,57836
3,1,180,19676
3,1,856.76,37733
3,1,2000,50143
3,1,1000,39751
3,1,690.302,33967
3,1,5315.65,67213
3,1,5920,68872
3,1,8830.75,77228
3,1,5400,66788
3,1,600,32289
3,1,999.909,40794
3,1,1230,44301
3,1,23.3,6481
3,1,340.35,27412
3,1,2000,49015
3,1,119.28,19069
3,1,2700,53674
3,1,7725.36,73425
3,1,175.28,19229
3,1,1615.628,48264
3,1,2000,49332
3,1,8000,74228
3,1,500,30432
3,1,14100,83593
3,1,9040,75981
3,1,34337.819,94326
3,1,3770,62371
3,1,4069.724,61799
3,1,12127.646,81935
3,2,18.9,6687
3,1,1000,39787
3,1,3346,58223
3,1,153.65,18142
3,1,19.2,5207
3,1,5500,67277
3,1,3512.91,58817
3,1,4977,65055
3,1,1500,45078
3,1,23679.923,90898
3,1,550,31239
3,2,12.45,4636
3,1,250,22338
3,2,308,25173
3,1,864.273,41322
3,1,1000,40056
3,1,30.4,9587
3,2,37.35,9949
3,1,24.855,7761
3,1,250,22338
3,1,124.275,18893
3,2,124.275,18787
3,2,173.985,21407
3,1,7.949,4769
3,1,700,34376
3,1,58.98,13269
3,1,2500,53051
3,2,24.9,7617
3,2,68.632,14678
3,1,5000,65000
3,1,35.77,10562
3,2,79.24,14719
4,1,1826.554,36418
4,1,4557.95,48679
4,1,34988.659,82872
4,1,8941.839,62687
4,1,7721.888,57904
4,3,2.36,3787
4,1,7000,57419
4,1,12257.754,67106
4,1,35403.587,85134
4,1,107013.734,96500
4,1,80.17,8094
4,1,5000,51578
4,1,1756.94,36311
4,1,21,3949
4,1,10829.88,65645
4,1,12173.995,67570
4,1,121096.031,96860
4,1,3712.78,44481
4,1,5500,51934
4,1,40044.58,86590
4,1,53500,89815
4,1,20650,76790
4,1,783.774,26446
4,1,6355.7,54849
4,1,49735.356,89903
4,1,5000,51578
4,1,19847.334,75631
4,1,94.7,8255
4,1,2833.79,42845
4,1,56179.471,91874
4,1,93864.717,95546
4,1,17180.31,73354
4,1,5720.91,53906
4,1,4792.96,50425
4,1,1782.47,36256
4,1,10843.789,63078
4,1,92477.65,95545
4,1,10653.318,63500
4,1,15294.063,68326
4,5,22098.24,77869
4,1,65760.434,92795
4,5,24468.223,73934
4,1,46952.567,89591
4,1,91558.756,95097
4,1,100129.889,95981
4,1,314913.07,98700
4,1,10091.54,62347
4,1,14251.27,70251
4,1,3178.15,44672
4,1,1500,34548
4,1,26797.218,80953
4,1,35140.712,85193
4,1,15168.161,70579
4,1,25811.684,80607
4,1,24047.332,79079
4,1,25500,78029
4,1,179049.214,97938
4,1,24173.952,79341
4,1,1000,27565
4,1,4750,50618
4,1,29754.126,82846
4,1,29498.947,80198
4,1,2448.256,38391
4,1,9863.805,64299
4,1,86024.03,95075
4,1,65621.975,92807
4,1,52628.477,89760
4,5,222.605,14703
4,1,633.55,30968
4,1,68674.896,93247
4,1,236323.219,98302
4,1,274.56,19803
4,1,62313.409,92116
4,1,16600.802,72993
4,1,5160.69,51619
4,1,19,3414
4,1,3167.601,44378
4,1,65844.898,91985
4,2,22,2934
4,2,6500,51513
4,1,43,8421
4,1,18170.897,72166
4,1,32288.823,81783
4,1,484.76,24843
4,5,1895.045,37076
4,1,230.829,14753
4,1,31185,83467
4,1,324.47,17725
4,1,10550,61948
4,1,59914.832,90712
4,1,2000,37986
4,1,8384.826,59670
4,1,11462.41,65620
4,1,2000,37536
4,1,18669.554,75079
4,1,70,7657
4,1,60632.406,92108
4,1,180,13071
4,1,14461.169,70364
4,2,3000,41032
4,1,147.28,11828
4,1,504.639,20314
4,1,126846.839,97098
4,1,627.279,23644
4,1,2521.86,41016
4,1,521.663,20447
4,1,36233.542,85935
4,1,8238,58809
4,1,37717,86522
5,1,2400,44526
5,1,23500,80480
5,1,8500,63904
5,1,14500,73402
5,1,14000,73035
5,1,200,17122
5,1,40,7836
5,1,25.2,7860
5,1,130,15818
5,1,38.136,6529
5,1,648,27862
5,4,131.6,14648
5,2,270,17358
5,4,94.59,12889
5,1,5900,58016
5,1,540,25113
5,1,4600,52632
5,1,270,19035
5,1,243,18573
5,1,324,20050
5,1,270,17729
5,1,14000,73532
5,1,3.3,1564
5,1,26.4,4980
5,1,19389,79536
5,2,0.006,73
5,1,21.5,4431
5,1,378,21008
5,1,540,24501
5,1,999,31807
5,1,2200,41348
5,1,170,17219
5,1,675,26405
5,1,26,4094
5,1,25,5974
5,1,6505,58913
5,1,3371,48549
5,1,3591,49825
5,1,486,23907
5,1,120,11923
5,1,6000,57178
5,1,60,10179
5,1,540,24826
5,1,550,23405
5,1,10700,71025
5,1,1160.15,33554
5,1,1242,34137
5,1,0.006,96
5,1,1836,38114
5,1,6984.05,60214
5,1,14000,72858
5,1,1238,34910
5,1,270,17629
5,1,1350,35107
5,1,268.7,15801
5,1,2,1174
5,1,50,6984
5,1,40950,86609
5,1,27,4425
5,1,6300,53238
5,1,1250,34673
5,1,160,16889
5,1,40,8392
5,1,11000,72092
5,1,275,17881
5,1,827,29465
5,1,54,7236
5,1,44,6287
5,1,270,17358
5,1,16600,75353
5,1,70575,92656
5,1,440,27355
5,1,22.5,5050
5,1,56445,90939
5,2,0.675,778
5,2,1960,39646
5,1,5.748,3535
5,1,184475,97799
5,1,4234.5,50950
5,1,160.5,13592
5,1,405,21235
5,1,2140,41935
5,3,0.1,61
5,1,74.56,11575
5,1,603,27278
5,1,810,28138
5,1,54,7193
5,1,1944,40658
5,1,945,31333
5,1,81,9353
5,1,0.2,75
5,1,0.192,129
5,1,1772.5,38555
5,1,148.5,14768
5,1,77213,93281
5,1,390,25147
5,1,5.699,3122
5,1,629.942,27382
5,3,0.007,219
5,2,184.8,16395
5,1,540,23495
6,2,15,2598
1,2,81,9027
1,1,15100,60942
1,1,21.063,9931
1,3,2.177,4332
1,1,104.594,24983
1,1,19.596,18774
1,1,90.808,18496
1,1,8745.272,51604
1,1,19442.134,66957
1,2,594,26022
1,1,0.8,1160
1,2,200,10767
1,1,3550,37901
1,1,50,7130
1,2,189,15089
1,1,96.513,9586
1,1,253827.044,97517
1,1,2000,30433
1,2,5.5,2169
1,2,5000,37577
1,1,49715.926,80838
1,1,99705.328,91959
1,1,0.468,345
1,2,26.99,4505
1,2,60,7259
1,1,288,17998
1,1,0.6,439
1,1,197148.785,96840
1,1,0.45,883
1,1,0.996,1736
1,1,0.288,726
1,2,311,16475
1,1,3440,37446
1,2,1000,19728
1,1,1902,30651
1,2,870.33,26895
1,3,2.5,10346
1,1,143.512,29570
1,1,2020,30557
1,1,5256.29,43442
1,3,0.175,1102
1,1,19.865,10535
1,1,4206.576,41030
1,1,2565,33768
1,3,0.077,514
2,1,13229.406,62325
2,1,30380,78101
2,1,41748.5,84956
2,1,13832.754,65019
