df1.product,df1.route,df1.tons,df1.usd
1,1,1403.01,26838
1,1,3013.587,36458
1,1,3055.071,36241
1,2,54,7767
1,2,3000,31261
1,1,1384.35,25823
1,1,250,17488
1,1,2040.699,31522
1,1,710,21247
1,1,8630.012,52359
1,1,53130,81505
1,1,31.287,18104
1,1,23.45,14741
1,1,1618.672,28010
1,1,29491.085,73897
1,1,14940.316,62902
1,1,4841.168,44232
1,1,480,16397
1,1,5035.199,43691
1,1,2919.199,37842
1,1,960.071,22928
1,1,7217.64,49773
1,3,0.01,9
1,1,3640,40226
1,1,8044.658,49405
1,1,236.586,11629
1,1,15173.382,62479
1,1,600,18879
1,1,4006.111,39170
2,1,43992.858,89438
2,1,37009.57,87186
2,1,43907.93,93171
2,1,5168.212,52992
2,1,210,21970
2,1,52.25,10680
2,1,264,23737
2,1,52.5,11046
2,1,73,12954
2,1,20.5,5335
2,1,251,23264
2,1,305,25030
2,1,2600,43937
2,1,8823.21,66014
2,1,3850.41,50036
2,1,7266.23,60643
2,1,8327.34,63538
2,1,40690.632,88815
2,1,19398.54,81844
2,1,168,20813
2,1,2771.4,44844
2,1,165841.03,98196
2,1,30831.53,84313
2,1,7000,63420
2,1,24842.545,83919
2,1,54999.71,93006
2,1,366.85,21842
2,1,7891.56,63658
2,1,49185.015,95207
2,1,1025.46,33436
2,1,157.5,20415
2,1,3847.51,51164
2,1,288.06,18804
2,1,1238.632,32400
2,1,4437,52991
2,1,2194.38,41442
2,1,1056,32613
2,1,8792.2,64143
2,1,29700,83616
2,1,422.95,29635
2,1,103849.031,96571
2,1,1871.13,39232
2,1,8203.345,61873
2,1,147,19683
2,1,44891.57,91035
2,1,36,12631
2,1,279.98,18819
2,1,20000,76333
2,1,49.98,9523
2,1,17618.634,75864
2,1,12,5628
2,1,10411.206,64928
2,1,1,1103
2,2,17.76,10065
2,1,0.5,161
2,1,1042.72,31037
2,1,4508.03,50990
2,1,5935.66,56184
3,1,23.198,8717
3,1,353.88,28121
3,1,43.844,12120
3,1,94.449,17747
3,2,125.36,20024
3,1,770.505,41596
3,1,99.42,17965
3,1,24.855,8606
3,2,125.27,19141
3,2,150.324,21049
3,1,1400.79,44830
3,2,26.56,8546
3,2,68.06,14797
3,4,427.481,34449
3,2,82.004,15860
3,2,225.486,25276
3,2,106.048,18532
3,1,74.565,15238
3,1,646.12,35607
3,1,754.7,36552
3,1,5000,67057
3,1,1670,48142
3,1,5830,71389
3,1,14867.194,85907
3,1,14.82,9474
3,2,124.35,19219
3,4,12.502,5666
3,2,10.8,3781
3,1,10364.23,80652
3,1,7000.274,74090
3,1,24.288,9501
3,1,321.265,30367
3,1,44.75,11208
3,1,8.638,4198
3,1,16.505,7770
3,1,1490.88,49424
3,3,4,11053
3,1,19.077,7256
3,1,1700,48824
3,1,13.69,6260
3,1,5.233,3280
3,1,36.63,12220
3,1,14.399,13323
3,2,0.092,238
3,2,52.826,13316
4,1,29714.231,86273
4,1,1013.8,31250
4,1,4376.84,53581
4,1,73468.595,95397
4,1,6000,58863
4,1,3571.063,50072
4,1,28143.072,85712
4,1,12492.381,71641
4,1,14896.765,75667
4,1,25000,83903
4,1,33508.441,88754
4,1,16285,76891
4,1,11126.017,69576
4,5,75402.175,96199
4,1,4119.96,51667
4,1,6870.496,60623
4,1,86761.771,96509
4,1,196755.708,98498
4,1,4185.02,52376
4,1,100,11674
4,5,47772.61,93182
4,1,29640.42,88103
4,1,62433.987,94501
4,1,30500,86379
4,1,44352.266,91333
4,1,86963.983,96251
4,5,52654.455,94011
4,5,3472.925,50692
4,1,57866.24,93812
4,1,89843.205,96464
4,1,378835.633,98938
4,2,2000,39052
4,2,9000,61956
4,2,11500,66971
4,2,16040,73102
4,1,8151,64166
4,1,10000,68429
4,5,4730,56072
4,1,19412.338,79524
4,5,8800,67459
4,1,12669.769,72133
4,5,1200,35591
4,2,154.2,13841
4,2,7.825,4059
4,1,71.82,9365
4,1,106724.542,97256
4,2,3000,44358
4,2,8000,59743
4,2,20176,76671
4,1,91699.973,96740
4,1,3728.924,50246
4,1,237522.523,98685
4,1,14.4,11365
4,1,13804,73903
4,1,2.052,1871
5,1,30000,84352
5,1,81300,95203
5,1,1269,35013
5,1,4344.509,48394
5,1,44,9994
5,1,3800,50423
5,1,122.472,13962
5,1,184.833,21448
5,1,17155.739,73872
5,1,5115.4,53115
5,1,1934.756,36944
5,1,200,21282
5,1,400,29228
5,1,240,23199
5,1,11474.204,65249
5,1,13490.833,67885
5,1,11024.684,67493
5,1,47,10508
5,1,125,17219
5,1,156.385,13250
5,1,5500,52546
5,1,40,10266
5,1,8925,66132
5,1,4397.555,65030
5,1,3805.38,45370
5,1,24643.561,81509
5,1,64312.253,93585
5,1,810,29327
5,1,4544.018,51874
5,1,40438.547,86683
5,1,243,17310
5,1,26349.167,80576
5,1,10004.311,63943
5,1,54,7335
5,1,6000,56087
5,1,16688.682,74448
5,1,35458.544,87321
5,1,2889,46703
5,1,4000,50182
5,1,5400.893,51916
5,1,16490,72208
5,1,27145.237,85386
5,1,1134,33796
5,1,6500,53690
5,1,2349,41377
5,1,13774.321,72347
5,1,5532.876,51921
5,1,29.175,3823
5,1,7244.28,57009
5,1,4543.734,48583
5,1,10573.887,63501
5,1,367.814,19273
5,1,5833.971,55881
5,1,42351.162,90485
5,2,2000,33071
5,1,7550,56661
5,2,74.52,11768
5,4,5.67,2185
5,4,361.5,23857
5,1,953.61,35685
5,1,27,5153
5,1,21400,83261
5,1,98,11759
5,1,1512,38616
5,1,3465.327,45390
5,1,34.17,4693
5,1,12793.666,64756
5,1,1773.985,34865
5,1,6091.929,53277
5,1,12621.15,73735
5,1,1683.566,36004
5,1,2521.028,45713
5,2,0.15,225
5,2,5.004,2404
5,1,10448.838,69980
5,1,1350,36237
5,1,2700,46110
5,1,1080,33340
5,4,24.086,5485
5,1,540,25733
5,1,540,25722
5,1,0.2,286
5,1,1350,35981
5,1,30276.9,82796
5,1,158442.894,97669
5,1,12.42,3639
5,1,3684,50553
5,1,186124.694,98201
5,1,540,25198
5,1,14337,74166
5,2,2,1148
5,1,1310,36299
5,1,7.68,4047
5,1,202.785,22738
5,1,1250,32328
5,1,1215,34180
5,1,20022.88,73575
5,1,164043.675,97847
5,1,1.786,939
5,1,3.6,1258
5,1,594,25048
5,1,52,9235
5,1,286,23317
5,1,1890,40666
5,1,120,16503
5,1,3213,47719
5,1,3237.49,47378
5,1,4908.265,54412
5,1,94858.268,96444
5,1,14060.933,67712
5,1,163.75,19556
5,1,810,29795
5,1,12690,72362
5,1,5,1311
5,1,40.02,16646
5,3,0.02,63
5,1,0.005,110
5,1,1475,36895
5,1,810,28083
5,1,1958,40102
5,1,4,2106
5,1,5.76,3368
5,1,197964.205,98236
5,1,78166.422,95438
5,1,1747.4,39121
5,1,12456.266,67221
5,1,20,6747
5,1,60,12138
5,1,17100,72645
5,1,1755,38826
5,1,7020,60548
5,1,13843.351,70949
5,1,133512.9,97298
5,1,1863,42278
5,1,10378.85,70223
5,1,42000,86429
5,1,480,23119
5,1,1080,32179
5,1,73498.14,93882
5,1,1620,38530
5,1,18117,78400
5,1,679.8,36946
5,1,1,976
5,1,23,6435
5,1,0.488,623
5,1,12023.691,73570
5,1,33719.479,85379
5,1,136700,97468
5,2,0.004,10
5,1,0.245,217
5,1,15599.347,72575
5,1,50,11022
5,1,130,14125
5,1,1269,34440
5,1,27405.869,83025
5,1,29409,85247
5,1,46598.644,89229
5,1,2538,43545
5,1,1300,36868
5,1,14526,74949
5,1,3.15,2317
5,1,5704,58886
5,1,34500,88053
5,1,3.205,2275
5,1,151.06,19459
5,3,0.48,408
5,1,14.4,5366
5,1,33.6,10684
5,1,9468.55,66164
5,1,0.36,3021
5,1,40.02,15011
5,1,0.89,3867
5,1,27500,79873
5,1,68,13287
5,1,4860,54294
5,1,775,29719
5,1,25000,78585
5,1,60200,92349
5,1,77636.496,93969
5,1,0.3,241
5,1,250,23643
5,1,2826,56876
5,3,0.009,237
5,3,0.609,3139
5,1,19.958,6141
5,2,432,19954
5,2,541,23097
5,2,1208,33913
5,2,2381,44955
5,1,5400,54612
5,1,1350,36236
5,1,17955,77743
5,1,60795.299,91679
6,1,27328.877,74833
6,1,15722.84,66287
6,1,13500,60989
6,1,15000,65455
6,1,13512.586,61111
6,1,3628,41360
6,2,1000,22930
6,2,3000,36216
6,1,4506,47728
6,1,5970.47,50098
6,1,11050,58615
6,1,4200,43025
6,1,13500,61137
6,1,10950,59214
6,1,27500,75287
6,2,112,9117
6,4,0.25,264
6,1,53613.875,84302
6,1,1294.97,26447
6,2,32.61,2985
6,2,15059.815,61159
6,1,1784.095,30175
6,1,3,2740
6,1,1972.8,30872
6,1,33700,78947
6,1,500,18702
6,4,0.04,49
6,1,49000,82269
6,2,278.04,12212
6,2,631.53,18255
6,2,10675.14,54569
6,1,49500,82882
6,2,812,21224
6,1,21721.296,69053
6,2,4000,40314
6,1,11191.352,59235
6,1,101289.48,94295
6,1,2.256,1220
6,2,2297.71,32757
6,1,963.15,26964
1,1,23100,69859
1,1,100,6504
1,1,8.07,1337
1,1,150,8951
1,1,101.916,29776
1,1,9308.719,54782
1,1,56,20751
1,1,448.448,15878
1,1,16.789,12569
1,1,7122.044,50045
1,1,10751.279,56968
1,1,1336.842,26591
1,1,24343.002,70313
1,1,42144.678,80137
1,1,19908.838,65066
1,1,36411.458,76205
1,3,16.876,36150
1,2,163.772,30833
1,1,29928.903,73314
1,1,16295.571,63104
1,1,206.596,10510
1,1,5519.141,45877
1,1,49.94,5525
1,1,1851.463,74230
1,1,1219.515,25566
1,1,9992.104,56906
1,1,15783.067,61030
1,1,1.14,185
1,1,24830.202,71874
1,1,55,4389
1,2,70.362,27869
1,1,1170,25995
1,1,2411.736,34345
1,1,1060,23715
1,1,2044.77,31251
1,1,47.799,4360
1,1,607.809,18844
1,1,8.184,1355
1,1,5941.874,46803
1,1,4262.611,42511
1,1,57687.99,84104
1,1,7600,50977
1,1,14111.967,61696
1,1,452.94,16114
1,1,2260.488,33026
1,1,28895,72748
1,1,1588.689,30107
1,1,2500,32441
1,1,4962.989,43560
1,1,7826.82,50140
1,1,250.57,11694
1,1,3916.61,39788
1,1,31242.575,74587
1,1,45328.241,80349
1,1,18399.735,65427
1,4,104.5,5076
1,1,103.965,11547
1,1,39428.422,81041
1,1,2406.088,34389
1,1,520,25898
1,1,13436.25,60583
1,1,8267.855,51020
1,1,48904.821,82278
1,1,81407.32,89909
1,1,117417.929,93946
1,1,210770.905,97133
1,1,4878.751,42756
1,1,71865.159,89509
1,1,88922.665,91108
1,1,15669.088,64799
1,1,59919.165,85677
1,1,37132.239,78334
1,1,102,10458
1,2,7000,46796
1,2,62.88,6165
1,1,156,12376
1,1,106038.069,92466
1,1,519.5,24683
1,1,197.5,13711
1,1,52228.244,83998
1,1,2.037,325
1,1,37.5,3391
1,1,40988.346,80854
1,1,1999.712,33012
1,1,16262.611,63333
1,1,28899.076,73908
1,1,374.64,14103
1,1,4400,41933
1,1,12000,57015
1,1,18761,64951
1,1,14213.774,61916
1,2,308,17122
1,1,6332.518,46239
1,1,56859.805,85026
1,1,5696.38,46258
1,2,0.01,7
1,2,18.717,4756
1,2,33.05,18593
1,4,0.3,288
1,2,2000,28622
1,2,6000,42585
1,2,17777.12,60043
1,1,3990.797,39806
1,1,0.2,90
1,1,2043.135,31295
1,1,57086.645,85305
1,4,33,3636
1,2,42,2211
1,2,43.2,3335
1,2,9.825,18124
1,1,3499.07,39285
1,1,176601.645,96217
1,2,290,11745
1,1,1.067,179
1,1,788.223,21507
1,1,22811.665,68401
1,2,1000,20296
1,2,2000,27082
1,1,29776.79,73738
1,1,250,17488
1,1,18000,63593
1,2,1.4,2216
1,1,103.103,25513
1,1,1080.248,25127
1,1,162.938,26174
1,1,3000,37373
1,1,12674.363,59108
1,1,21.5,3197
1,1,113.355,7250
1,1,177.516,10649
1,1,5006.094,44188
1,3,0.38,6040
1,1,2500,34367
1,1,33011.961,72331
1,1,5589.8,45724
1,1,2500,34768
1,1,0.24,298
1,3,0.002,5
1,1,1039.244,72464
1,1,1.501,251
1,1,8273.979,51587
2,1,40612.76,87493
2,1,17051.689,73347
2,1,1434.589,34347
2,1,253.436,15674
2,1,35964.315,89885
2,1,1055.89,34781
2,1,140.75,11361
2,1,4455.549,49403
2,1,10401.691,63953
2,1,23461,80899
2,1,160,20444
2,1,52.5,9962
2,1,72,13317
2,1,1618.836,51274
2,1,41,9753
2,1,52,10200
2,1,700,26918
2,1,41,8446
2,1,12658.532,67544
2,1,498.75,30478
2,1,105,15539
2,1,19,5744
2,1,1.428,447
2,1,5000,54297
2,1,3461,47297
2,1,6842.615,59771
2,1,1741.496,35849
2,1,26177.375,82689
2,1,10260.66,67207
2,1,25269.95,83366
2,1,53919.95,91636
2,1,11835.069,85919
2,1,110843.655,96643
2,1,29065.47,83167
2,1,31295.72,86096
2,1,54503.065,91767
2,1,1033.5,31584
2,1,10085.72,67508
2,1,4999.87,53899
2,1,5000,53136
2,1,38317.92,92903
2,1,130433.382,97869
2,1,288.75,26616
2,1,4694.37,54153
2,1,262.02,18025
2,1,43100,89730
2,1,108987.905,96845
2,1,312,27273
2,1,16498.985,73142
2,1,0.226,62
2,1,46554,89369
2,3,1.512,1384
2,1,146320.827,97653
2,1,17513.09,82421
2,1,24018.984,79061
2,1,10963.418,66158
2,1,69716.888,93358
2,1,16.622,13113
2,1,206.554,22832
2,1,15.42,10131
2,1,36,13070
2,1,65446.957,93571
2,1,19944.511,76900
2,1,17.28,5291
2,1,17.32,2854
2,1,69700,94254
2,1,86750,95713
2,1,28450,83406
2,1,1035.764,30269
2,1,2000,40238
2,1,110,10268
2,1,0.418,138
2,1,1471.97,36069
2,1,1978.11,39161
2,1,3958.97,49457
2,1,9293.81,63768
2,1,75,15923
2,1,79.325,7972
2,1,5998.426,54868
2,3,0.2,180
2,1,2.2,1188
3,1,2000,49587
3,1,1118.475,46578
3,1,65.766,15080
3,1,8000,74189
3,2,75.252,15973
3,1,198.84,24466
3,1,49.71,12469
3,2,150.324,20967
3,2,275.592,27449
3,1,6218.509,70985
3,1,2771.712,56406
3,2,68.06,15065
3,2,318.72,30319
3,4,487.559,37104
3,1,1497.98,49496
3,1,4567.362,65657
3,1,43.911,12032
3,2,257.132,26869
3,2,300.647,28707
3,2,212.096,25294
3,1,99.42,17893
3,1,5000,65857
3,1,84.378,18368
3,1,2942.048,57326
3,1,3000,58733
3,1,4522.952,65124
3,1,64725.444,97698
3,2,49.74,12751
3,1,0.57,1627
3,1,0.2,684
3,4,18.484,7524
3,4,3.32,2522
3,1,845,38267
3,1,8061.94,75550
3,1,2500,55196
3,1,5.52,3187
3,2,2000,48941
3,1,44.69,11220
3,1,44.67,11262
3,1,16.825,7552
3,1,1.33,1516
3,1,18.729,7021
3,1,1000,40816
3,1,0.2,413
3,1,17.526,7069
3,2,0.18,161
3,1,35.769,11776
3,2,0.184,469
3,2,1.325,1312
4,1,5000,54744
4,1,71505.806,95654
4,1,26477.636,84651
4,1,4000,51939
4,1,3300,48078
4,1,6876.018,60994
4,1,1540,37086
4,1,6334.79,60113
4,1,9805.548,66877
4,1,67336.926,95128
4,1,161292.284,98197
4,1,551359.391,99053
4,1,3060.928,47752
4,1,2347.053,44228
4,1,2628.71,44550
4,1,10886.1,69101
4,1,8100,64577
4,1,7455.546,62909
4,1,4962.74,54063
4,1,935.48,31412
4,1,36051.611,88161
4,1,3215.049,47246
4,1,89516.712,96714
4,1,1300,34722
4,1,1850.253,39052
4,1,909.126,31403
4,1,2000,40780
4,1,7600,62056
4,1,87895.732,96417
4,1,190120.781,98445
4,1,9920,67219
4,1,19832.932,79560
4,1,1600.845,38830
4,1,11768.614,71319
4,1,1007.473,31215
4,1,1400,35568
4,1,34150.071,88155
4,1,189798.462,98405
4,1,203567.132,98528
4,1,308778.686,98867
4,1,433.13,22253
4,1,1333.579,36529
4,1,3824.765,51249
4,1,2318.52,45137
4,1,23605.748,83050
4,1,17879.496,78236
4,1,1120,33842
4,1,8758.987,66069
4,1,14436.22,75599
4,1,12716.36,70995
4,1,22590.12,81727
4,1,1079.13,32223
4,1,15157.251,75659
4,1,30921.82,86883
4,1,20375.95,80830
4,1,3700,49437
4,5,27945,86830
4,1,17250,78388
4,1,50787.074,92335
4,1,63370.967,94310
4,1,141905.434,97978
4,1,164239.646,98252
4,1,173572.318,98304
4,1,1668996.952,99259
4,5,35238.485,89836
4,1,32537.5,87194
4,1,9998.196,66894
4,1,96193.664,96868
4,1,6068,58914
4,1,25.516,4929
4,1,34174.042,88736
4,1,3032.3,47651
4,1,6755,60477
4,5,41000,91536
4,1,38067.23,89912
4,1,74245.106,95612
4,1,34998.08,88773
4,1,4000,51026
4,1,60221.15,94901
4,1,64136.424,95404
4,1,56017.48,93095
4,1,2000,40399
4,1,14945.267,75291
4,1,2455.76,43122
4,1,87562.569,96385
4,1,98813.102,96850
4,1,2287.76,41988
4,1,1008,31762
4,1,5145.42,55626
4,1,30256.821,86278
4,1,33562.887,87699
4,5,47130,93007
4,1,50026.52,92083
4,1,11399.941,70980
4,5,1000,32946
4,1,4000,50955
4,5,2329.505,44609
4,1,3000,46578
4,1,603.17,25541
4,5,900,31905
4,1,4919.878,56424
4,1,1022.364,31556
4,1,58908.372,94525
4,1,106593.59,97277
4,1,127123.28,97665
4,1,306099.936,98853
4,1,757805.806,99122
4,1,53,13882
4,3,0.5,499
4,1,26086.734,85048
4,1,5110.98,57564
4,1,38483.636,90141
4,2,3900,48625
4,2,11588.81,66970
4,2,16000,72773
4,2,23500,79307
4,1,45970.826,92011
4,1,34085.98,87440
4,1,2765.555,44798
4,1,4075.92,51511
4,1,13536.9,73502
4,1,10000,67044
4,5,20285,81939
4,1,11000.001,70133
4,5,12100,72883
4,1,11094.154,69745
4,1,20748.017,80486
4,1,5000,54522
4,5,6338.985,60957
4,2,55,7875
4,1,3609.192,50389
4,1,300,18509
4,1,147015.255,97996
4,2,2498.03,41532
4,1,36754.675,89417
4,1,8000,63041
4,1,16053.259,75647
4,1,110032.239,97377
4,1,173.448,14572
4,1,36.868,5657
4,1,1976.397,41233
4,1,2183.941,43261
4,1,538267.229,99055
4,1,24060.214,82953
4,1,17487.49,78022
4,1,1100,33595
4,1,25062.122,85367
4,1,511.96,23274
4,1,746.48,37738
4,1,56649.943,93683
4,1,6187.928,57966
4,1,9300,65854
4,1,91084.391,96730
4,1,750,27969
4,1,4000,51939
4,1,3000,46578
5,1,31500,86282
5,1,30000,86060
5,1,33250,86930
5,1,7035.94,55667
5,1,44,9994
5,1,1727.132,34366
5,1,200,21748
5,1,1175,44290
5,1,126.1,14179
5,1,459.134,31524
5,1,5664.795,54968
5,1,13691.871,71328
5,1,16148.966,73871
5,1,117.5,16958
5,1,300,25144
5,1,40,9806
5,1,285,25209
5,1,14288.915,67663
5,1,23991.336,78524
5,1,25,7431
5,1,294,25619
5,1,20,6076
5,1,5393.901,56556
5,1,94,15097
5,1,356,28623
5,1,50,11297
5,1,40,10695
5,1,101.017,18014
5,1,444,30860
5,1,47,10508
5,1,117.5,16958
5,1,6643.109,58292
5,1,500,30781
5,1,2616.276,56149
5,1,15754.804,76051
5,1,270,18910
5,1,35267.394,87920
5,1,9000,64007
5,1,162,14607
5,1,17744.667,73977
5,1,23001.879,81614
5,1,162,14984
5,1,1261.843,31042
5,1,324,20347
5,1,15920.901,74193
5,1,4900,50165
5,1,270,18634
5,1,12684.353,72275
5,1,4344.9,53553
5,1,22073.968,79689
5,1,270,18930
5,1,131.42,13118
5,1,4807.103,44505
5,1,3510,49705
5,1,4113.52,50116
5,1,324,19880
5,1,405,22381
5,1,1026,33439
5,1,378,21871
5,1,4589.662,49075
5,1,0.1,203
5,1,2368.95,42301
5,1,2727,45912
5,1,18342.379,76319
5,1,850.947,25874
5,1,2100.633,40638
5,1,1500.12,33457
5,2,4000,41634
5,2,37.26,8831
5,4,0.06,36
5,4,212.55,20308
5,1,1600,33810
5,1,4229.335,49889
5,1,6300,52073
5,1,4941.57,48310
5,1,196.1,13498
5,1,879.6,28140
5,1,7914.313,58514
5,2,0.15,238
5,1,26250,85854
5,1,3400,44335
5,1,19389.516,74656
5,1,4050,52429
5,3,0.15,197
5,4,0.9,537
5,4,23.04,6038
5,1,270,18859
5,1,0.2,296
5,1,0.045,714
5,1,0.242,787
5,1,1161,34201
5,1,173160.507,98092
5,1,8532.69,64880
5,1,5784.865,52129
5,1,49.53,10651
5,1,25160.941,83308
5,1,143481.059,97577
5,3,0.2,214
5,1,8883,66065
5,2,0.7,652
5,4,9,3111
5,1,2759,46028
5,1,180.34,21580
5,1,405,20741
5,1,67230.823,93636
5,1,270,17504
5,1,1350,36001
5,1,2528.286,44463
5,1,100,15317
5,1,1080,33843
5,1,24,5720
5,1,17000,74690
5,1,22248.121,80000
5,1,444,23929
5,1,1600,33626
5,1,24,6628
5,1,234.5,22878
5,3,0,66
5,1,11988,72344
5,1,40.02,16218
5,3,0.1,754
5,1,0.003,67
5,1,4445,53758
5,1,810,30668
5,1,2700,46116
5,1,110682,96746
5,1,157.717,15445
5,1,9162,62283
5,1,46472.267,89600
5,1,520,25765
5,1,707.4,27312
5,1,40000,88055
5,1,80,13899
5,1,114,14765
5,1,40,7228
5,1,108,12946
5,1,1782,39485
5,1,4644,54229
5,1,45263.832,89599
5,1,1863,42253
5,1,20655.1,81217
5,1,504,24032
5,1,540,23314
5,1,140863.255,97390
5,1,8694,65639
5,1,122.5,17857
5,1,1605,47773
5,1,20,6348
5,1,25230.664,79728
5,1,34000,86353
5,1,119149.119,97003
5,1,270,18642
5,1,1080,32156
5,1,6391.953,56809
5,1,15000,73168
5,1,73002.406,93857
5,1,2160,41210
5,1,790,30342
5,1,4.8,2619
5,1,4.8,3030
5,1,6399,60313
5,1,25000,81406
5,1,1.44,1320
5,1,8918,67696
5,1,15022.5,74489
5,1,14.92,5011
5,1,248.86,24201
5,1,3780,50454
5,1,3.24,12266
5,3,0.002,131
5,1,0.666,2853
5,1,25500,78983
5,1,2214,43327
5,1,9585,66706
5,1,27706.771,83322
5,1,835,30801
5,1,10000,59732
5,1,136997.354,97241
5,1,185,20731
5,1,0.375,600
5,1,3955.437,61957
5,3,0,25
5,3,0.025,871
5,3,0.087,1630
5,1,64.274,16204
5,2,133,11652
5,2,432,19954
5,2,465.2,22630
5,2,1540,40317
5,1,23501.676,81471
5,1,10610.484,63553
5,1,910,31935
5,1,6290,54295
5,1,29916,85729
6,1,12099.97,58683
6,1,11000,65952
6,1,8000,53030
6,1,61706.483,87641
6,1,96178.98,92989
6,1,47080.43,85898
6,1,26250,75260
6,1,16221,67970
6,1,3000,39465
6,1,0.18,216
6,2,600,18412
6,2,1000,23300
6,1,8000,54439
6,1,11447,59931
6,1,27150,74620
6,1,10499.474,58417
6,1,10999.882,59601
6,2,18,2657
6,4,0.25,272
6,1,99.21,6514
6,2,1193.56,24721
6,2,3200,37480
6,2,31679.64,75210
6,1,64512.148,85791
6,1,975.982,23427
6,1,0.7,987
6,1,38853,81611
6,1,5499.991,49573
6,1,10002.019,54863
6,1,10046.79,57611
6,1,6025.678,48809
6,4,0.035,48
6,2,75,6292
6,1,77946.135,91814
6,1,32450,75161
6,2,7813.27,49703
6,1,254.362,11683
6,1,56266,84807
6,2,56,4403
6,2,1288,25927
6,1,120450.071,93572
6,2,1032,23674
6,1,1,1100
6,1,20899.96,69242
6,1,2238.92,34797
6,1,60100,89247
6,1,0.3,448
6,2,5776,44988
1,2,345.69,18044
1,1,19.749,13779
1,1,8185.103,50114
1,3,0.035,953
1,1,2400,32899
1,1,130.147,31488
1,1,2164.873,76945
1,1,12115.253,56989
1,2,21.36,16024
1,1,4230,51777
1,1,8.25,13006
1,1,20.839,21098
1,3,0.183,873
1,3,0.037,301
1,3,0.008,19
1,1,950,23441
1,1,24000,69123
1,1,24000,69847
1,1,2871.214,35653
1,1,216.418,10720
1,1,4790,42145
1,4,57.5,3464
1,1,126.42,13175
1,1,520,25567
1,1,12650,59347
1,1,41409.53,79066
1,1,20000,65714
1,1,50.02,8236
1,2,343.4,17833
1,1,75.05,10329
1,1,31310.207,74121
1,1,30672.73,73674
1,1,11150,55712
1,1,17700,63875
1,2,672,25336
1,1,79.43,5559
1,2,0.466,83
1,2,11.917,5755
1,2,11000,52823
1,2,12000,54098
1,2,16700,60245
1,1,40.369,3548
1,1,256.23,11954
1,2,28,4067
1,1,566.846,52659
1,1,31600,75570
1,1,36000,76458
1,1,34998.36,76634
1,1,50,7908
1,2,1093.2,21960
1,2,4000,41113
1,1,747.028,20992
1,1,400,15538
1,1,8000,49826
1,1,64848.88,83969
2,1,56642.316,91842
2,1,10443.467,64699
2,1,1564.98,34696
2,1,4698.836,51203
2,1,8316.156,59762
2,1,18619.44,74505
2,1,13000,71078
2,1,26.46,4458
2,1,15392.752,70648
2,1,11204.441,66249
2,1,25621.69,84125
2,1,40080.698,89383
2,1,54614.135,93397
2,1,394.36,19212
2,1,2167.869,38885
2,1,8295.555,59793
2,1,3000,44845
2,1,167.925,19812
2,1,742.44,27649
2,1,14549.393,84940
2,1,6989.206,59924
2,1,0.658,176
2,1,3368.824,47850
2,1,15645.708,71619
2,1,210,20965
2,1,157.4,18612
2,1,380,20526
2,1,26.25,7927
2,2,28.02,3411
2,1,4000,49150
2,1,12530.63,70837
2,1,1.107,294
2,1,2000,39325
2,1,2000,40261
2,1,3195.04,43983
2,1,778.13,27992
2,1,18000,76175
2,1,3000,44886
2,1,444,30574
2,1,3055.69,46124
2,1,52.5,10540
2,1,16333.22,86629
2,1,14866.512,76515
2,1,212.735,14322
2,1,957.6,41590
2,1,102.1,15766
2,1,1078,31401
2,1,6000,55810
2,1,145658.679,97800
2,1,52.5,11290
2,1,4155.03,46933
2,1,15378.105,74102
2,1,3130.86,46618
2,1,1559.9,36469
2,1,6751.97,59101
2,1,201.358,13717
2,1,4000,49315
2,1,16359.82,74957
2,1,57326.671,96312
2,1,2035.45,40492
2,1,26.1,7649
2,1,210,21103
2,1,26.25,6901
2,1,27099.525,83280
2,1,77627.511,95041
2,1,312,27242
2,1,12000,68438
2,1,12325.825,70265
2,1,1160.22,31814
2,1,11683.844,66080
2,1,824.11,26558
2,1,106201.343,96472
2,3,10.4,4786
2,1,8,3866
2,1,61611.852,92966
2,1,20.79,6056
2,1,73213.958,93467
2,1,45621.035,89659
2,1,1575.54,36546
2,1,25498.766,80467
2,1,63895.854,92555
2,1,100.686,16417
2,1,63.8,20911
2,1,217.1,14969
2,2,26,10398
2,1,18,9221
2,1,35.89,5806
2,1,45,5928
2,1,17.28,5291
2,1,18495.578,75016
2,1,70675,94291
2,1,89132.552,95887
2,1,788.524,28700
2,1,0.98,1041
2,1,744.66,27687
2,1,3500,48435
2,1,92.436,8815
2,1,800,28492
2,1,35.04,4530
2,1,259.589,17134
2,1,2479.95,40908
2,1,7250.49,59613
2,1,9707.72,63640
2,1,100,9322
2,1,409.96,20828
2,1,14900,70588
2,1,10000,65180
2,1,413.47,19690
2,1,2754.082,42743
2,1,633.01,24464
2,1,3930.72,50855
2,1,19.32,5226
2,1,11145.08,69648
3,1,6000,68951
3,1,23.198,8691
3,1,2000,49071
3,1,621.375,37976
3,1,397.68,31646
3,1,153.454,22509
3,1,24.855,8644
3,1,5500,66968
3,2,50.108,13348
3,2,150.414,22044
3,1,198.84,24831
3,1,99.42,18224
3,1,4000,61354
3,2,75.162,15055
3,2,75.162,15176
3,1,888,40441
3,1,323.115,29271
3,2,170.15,23467
3,2,265.6,28652
3,4,419.261,35380
3,1,50.077,12934
3,2,57.96,14167
3,2,75.162,15298
3,2,185.584,23751
3,1,99.42,17893
3,1,12.428,5227
